Round,Turn,Entity,Bob cash,Pete cash,Ollie cash,Mal cash,Cal cash,Phil cash,Bob net,Pete net,Ollie net,Mal net,Cal net,Phil net,Baltimore & Ohio cash,Boston & Maine cash,Chesapeake & Ohio cash,Illinois Central cash,Erie cash,New York Central cash,Nickel Plate cash,New York New Haven & Hartford cash,Pennsylvania cash,Wabash cash,Baltimore & Ohio np,Boston & Maine np,Chesapeake & Ohio np,Illinois Central np,Erie np,New York Central np,Nickel Plate np,New York New Haven & Hartford np,Pennsylvania np,Wabash np,Baltimore & Ohio val,Boston & Maine val,Chesapeake & Ohio val,Illinois Central val,Erie val,New York Central val,Nickel Plate val,New York New Haven & Hartford val,Pennsylvania val,Wabash val,Baltimore & Ohio pps,Boston & Maine pps,Chesapeake & Ohio pps,Illinois Central pps,Erie pps,New York Central pps,Nickel Plate pps,New York New Haven & Hartford pps,Pennsylvania pps,Wabash pps,Baltimore & Ohio sh,Boston & Maine sh,Chesapeake & Ohio sh,Illinois Central sh,Erie sh,New York Central sh,Nickel Plate sh,New York New Haven & Hartford sh,Pennsylvania sh,Wabash sh,Baltimore & Ohio or,Boston & Maine or,Chesapeake & Ohio or,Illinois Central or,Erie or,New York Central or,Nickel Plate or,New York New Haven & Hartford or,Pennsylvania or,Wabash or,Train 
1,1,Phil,34,58,70,117,62,48,330,354,398,347,302,344,287,0,24,0,0,0,0,75,236,0,50,0,30,0,0,0,0,40,60,0,74,34,60,34,34,34,34,82,74,34,0,0,0,0,0,0,0,0,0,0,3,10,6,10,10,10,10,5,3,10,0,0,0,0,0,0,0,0,0,0,7
1,2,Pete,34,58,70,117,62,48,330,354,398,347,302,344,287,0,24,0,0,0,0,75,236,0,50,0,30,0,0,0,0,40,60,0,74,34,60,34,34,34,34,82,74,34,0,0,0,0,0,0,0,0,0,0,3,10,6,10,10,10,10,5,3,10,0,0,0,0,0,0,0,0,0,0,7
1,3,Cal,34,58,70,117,2,48,330,354,398,347,302,344,287,0,84,0,0,0,0,75,236,0,50,0,30,0,0,0,0,40,60,0,74,34,60,34,34,34,34,82,74,34,0,0,0,0,0,0,0,0,0,0,3,10,5,10,10,10,10,5,3,10,0,0,0,0,0,0,0,0,0,0,7
1,4,Ollie,34,58,176,117,2,48,330,354,398,339,302,344,287,0,84,0,0,0,0,75,458,0,50,0,30,0,0,0,0,40,60,0,74,34,60,34,34,34,34,74,74,34,0,0,0,0,0,0,0,-8,0,0,3,10,5,10,10,10,10,5,0,10,0,0,0,0,0,0,0,4,0,0,7
1,5,Mal,34,58,176,11,2,48,330,322,374,339,302,328,287,0,264,0,0,0,0,75,458,0,50,0,30,0,0,0,0,40,60,0,74,34,60,34,34,34,34,74,66,34,0,0,0,0,0,0,0,-8,-8,0,3,10,2,10,10,10,10,5,0,10,0,0,0,0,0,0,0,4,1,0,7
1,0,Bob,34,58,176,11,2,48,330,322,374,339,302,328,287,0,264,0,0,0,0,75,458,0,50,0,30,0,0,0,0,40,60,0,74,34,60,34,34,34,34,74,66,34,0,0,0,0,0,0,0,-8,-8,0,3,10,2,10,10,10,10,5,0,10,0,0,0,0,0,0,0,4,1,0,7
1,1,Phil,34,58,176,11,2,48,330,322,374,339,302,328,287,0,264,0,0,0,0,75,458,0,50,0,30,0,0,0,0,40,60,0,74,34,60,34,34,34,34,74,66,34,0,0,0,0,0,0,0,-8,-8,0,3,10,2,10,10,10,10,5,0,10,0,0,0,0,0,0,0,4,1,0,7
1,2,Pete,34,58,176,11,2,48,330,322,374,339,302,328,287,0,264,0,0,0,0,75,392,0,50,0,30,0,0,0,0,40,60,0,74,34,60,34,34,34,34,74,66,34,0,0,0,0,0,0,0,-8,-8,0,3,10,2,10,10,10,10,5,1,10,0,0,0,0,0,0,0,4,0,0,7
1,3,Cal,34,58,176,11,2,48,330,322,374,339,302,328,287,0,264,0,0,0,0,75,392,0,50,0,30,0,0,0,0,40,60,0,74,34,60,34,34,34,34,74,66,34,0,0,0,0,0,0,0,-8,-8,0,3,10,2,10,10,10,10,5,1,10,0,0,0,0,0,0,0,4,0,0,7
1,4,Ollie,34,58,110,11,2,48,330,322,374,339,302,328,287,0,264,0,0,0,0,75,458,0,50,0,30,0,0,0,0,40,60,0,74,34,60,34,34,34,34,74,66,34,0,0,0,0,0,0,0,-8,-8,0,3,10,2,10,10,10,10,5,0,10,0,0,0,0,0,0,0,4,0,0,7
1,5,Mal,34,58,110,11,2,48,330,322,374,339,302,328,287,0,264,0,0,0,0,75,458,0,50,0,30,0,0,0,0,40,60,0,74,34,60,34,34,34,34,74,66,34,0,0,0,0,0,0,0,-8,-8,0,3,10,2,10,10,10,10,5,0,10,0,0,0,0,0,0,0,4,0,0,7
1,0,Bob,34,58,110,11,2,48,330,322,374,339,302,328,287,0,264,0,0,0,0,75,458,0,50,0,30,0,0,0,0,40,60,0,74,34,60,34,34,34,34,74,66,34,0,0,0,0,0,0,0,-8,-8,0,3,10,2,10,10,10,10,5,0,10,0,0,0,0,0,0,0,4,0,0,7
1,1,Phil,34,58,110,11,2,48,330,322,374,339,302,328,287,0,264,0,0,0,0,75,458,0,50,0,30,0,0,0,0,40,60,0,74,34,60,34,34,34,34,74,66,34,0,0,0,0,0,0,0,-8,-8,0,3,10,2,10,10,10,10,5,0,10,0,0,0,0,0,0,0,4,0,0,7
1,2,Pete,34,58,110,11,2,48,330,322,374,339,302,328,287,0,264,0,0,0,0,75,458,0,50,0,30,0,0,0,0,40,60,0,74,34,60,34,34,34,34,74,66,34,0,0,0,0,0,0,0,-8,-8,0,3,10,2,10,10,10,10,5,0,10,0,0,0,0,0,0,0,4,0,0,7
1,3,Cal,34,58,110,11,2,48,330,322,374,339,302,328,287,0,264,0,0,0,0,75,458,0,50,0,30,0,0,0,0,40,60,0,74,34,60,34,34,34,34,74,66,34,0,0,0,0,0,0,0,-8,-8,0,3,10,2,10,10,10,10,5,0,10,0,0,0,0,0,0,0,4,0,0,7
1,4,Ollie,34,58,50,11,2,48,330,322,374,339,302,328,287,0,324,0,0,0,0,75,458,0,50,0,30,0,0,0,0,40,60,0,74,34,60,34,34,34,34,74,66,34,0,0,0,0,0,0,0,-8,-8,0,3,10,1,10,10,10,10,5,0,10,0,0,0,0,0,0,0,4,0,0,7
1,5,Mal,34,58,50,11,2,48,330,322,374,339,302,328,287,0,324,0,0,0,0,75,458,0,50,0,30,0,0,0,0,40,60,0,74,34,60,34,34,34,34,74,66,34,0,0,0,0,0,0,0,-8,-8,0,3,10,1,10,10,10,10,5,0,10,0,0,0,0,0,0,0,4,0,0,7
1,0,Bob,34,58,50,11,2,48,330,322,374,339,302,328,287,0,324,0,0,0,0,75,458,0,50,0,30,0,0,0,0,40,60,0,74,34,60,34,34,34,34,74,66,34,0,0,0,0,0,0,0,-8,-8,0,3,10,1,10,10,10,10,5,0,10,0,0,0,0,0,0,0,4,0,0,7
1,1,Phil,34,58,50,11,2,48,330,322,374,339,302,328,287,0,324,0,0,0,0,75,458,0,50,0,30,0,0,0,0,40,60,0,74,34,60,34,34,34,34,74,66,34,0,0,0,0,0,0,0,-8,-8,0,3,10,1,10,10,10,10,5,0,10,0,0,0,0,0,0,0,4,0,0,7
1,2,Pete,34,58,50,11,2,48,330,322,374,339,302,328,287,0,324,0,0,0,0,75,458,0,50,0,30,0,0,0,0,40,60,0,74,34,60,34,34,34,34,74,66,34,0,0,0,0,0,0,0,-8,-8,0,3,10,1,10,10,10,10,5,0,10,0,0,0,0,0,0,0,4,0,0,7
1,3,Cal,34,58,50,11,2,48,330,322,374,339,302,328,287,0,324,0,0,0,0,75,458,0,50,0,30,0,0,0,0,40,60,0,74,34,60,34,34,34,34,74,66,34,0,0,0,0,0,0,0,-8,-8,0,3,10,1,10,10,10,10,5,0,10,0,0,0,0,0,0,0,4,0,0,7
1,4,Ollie,34,58,50,11,2,48,330,322,374,339,302,328,287,0,324,0,0,0,0,75,458,0,50,0,30,0,0,0,0,40,60,0,74,34,60,34,34,34,34,74,66,34,0,0,0,0,0,0,0,-8,-8,0,3,10,1,10,10,10,10,5,0,10,0,0,0,0,0,0,0,4,0,0,7
1,5,Mal,34,58,50,11,2,48,330,322,374,339,302,328,287,0,324,0,0,0,0,75,458,0,50,0,30,0,0,0,0,40,60,0,74,34,60,34,34,34,34,74,66,34,0,0,0,0,0,0,0,-8,-8,0,3,10,1,10,10,10,10,5,0,10,0,0,0,0,0,0,0,4,0,0,7
2,0,Baltimore & Ohio,34,58,50,11,2,48,330,322,374,331,302,328,237,0,324,0,0,0,0,75,458,0,50,0,30,0,0,0,0,40,60,0,74,34,60,34,34,34,34,66,66,34,0,0,0,0,0,0,0,0,0,0,3,10,1,10,10,10,10,5,0,10,0,0,0,0,0,0,0,4,0,0,7
2,0,Baltimore & Ohio,34,58,50,11,2,48,330,322,374,331,302,328,137,0,324,0,0,0,0,75,458,0,50,0,30,0,0,0,0,40,60,0,74,34,60,34,34,34,34,66,66,34,0,0,0,0,0,0,0,0,0,0,3,10,1,10,10,10,10,5,0,10,0,0,0,0,0,0,0,4,0,0,7
2,1,New York New Haven & Hartford,34,58,50,11,2,48,330,322,374,325,302,328,137,0,324,0,0,0,0,85,458,0,50,0,30,0,0,0,0,10,60,0,74,34,60,34,34,34,34,60,66,34,0,0,0,0,0,0,0,-6,0,0,3,10,1,10,10,10,10,5,0,10,0,0,0,0,0,0,0,4,0,0,7
2,2,Pennsylvania,34,90,82,11,2,64,330,386,438,325,302,360,137,0,324,0,0,0,0,85,258,0,50,0,30,0,0,0,0,10,80,0,74,34,60,34,34,34,34,60,74,34,0,0,0,0,0,0,0,-6,16,0,3,10,1,10,10,10,10,5,0,10,0,0,0,0,0,0,0,4,0,0,8
2,3,Chesapeake & Ohio,34,90,87,26,27,64,330,386,449,358,357,360,137,0,249,0,0,0,0,85,258,0,50,0,50,0,0,0,0,10,80,0,74,34,66,34,34,34,34,60,74,34,0,0,11,0,0,0,0,-6,16,0,3,10,1,10,10,10,10,5,0,10,0,0,0,0,0,0,0,4,0,0,8
3,0,Baltimore & Ohio,70,90,87,35,27,82,398,386,449,375,357,394,164,0,249,0,0,0,0,85,258,0,90,0,50,0,0,0,0,10,80,0,82,34,66,34,34,34,34,60,74,34,17,0,0,0,0,0,0,0,0,0,3,10,1,10,10,10,10,5,0,10,0,0,0,0,0,0,0,4,0,0,8
3,1,Pennsylvania,70,130,127,35,27,102,398,458,521,375,357,430,164,0,249,0,0,0,0,85,238,0,90,0,50,0,0,0,0,10,100,0,82,34,66,34,34,34,34,60,82,34,17,0,0,0,0,0,0,0,18,0,3,10,1,10,10,10,10,5,0,10,0,0,0,0,0,0,0,4,0,0,8
3,2,Chesapeake & Ohio,70,130,133,53,57,102,398,458,535,417,427,430,164,0,155,0,0,0,0,85,238,0,90,0,60,0,0,0,0,10,100,0,82,34,74,34,34,34,34,60,82,34,17,0,14,0,0,0,0,0,18,0,3,10,1,10,10,10,10,5,0,10,0,0,0,0,0,0,0,4,0,0,8
3,3,New York New Haven & Hartford,70,130,133,55,57,102,398,458,535,425,427,430,164,0,155,0,0,0,0,95,238,0,90,0,60,0,0,0,0,20,100,0,82,34,74,34,34,34,34,66,82,34,17,0,14,0,0,0,0,8,18,0,3,10,1,10,10,10,10,5,0,10,0,0,0,0,0,0,0,4,0,0,8
1,0,Mal,70,130,133,47,57,102,398,458,527,409,387,430,246,0,155,0,0,0,0,95,238,0,90,0,60,0,0,0,0,20,100,0,82,34,66,34,34,34,34,66,82,34,0,0,-8,0,0,0,0,0,0,0,2,10,1,10,10,10,10,5,0,10,0,0,1,0,0,0,0,4,0,0,8
1,1,Cal,70,130,133,47,57,102,398,458,527,409,387,430,246,0,155,0,0,0,0,95,238,0,90,0,60,0,0,0,0,20,100,0,82,34,66,34,34,34,34,66,82,34,0,0,-8,0,0,0,0,0,0,0,2,10,1,10,10,10,10,5,0,10,0,0,1,0,0,0,0,4,0,0,8
1,2,Bob,70,130,133,47,57,102,398,458,527,409,387,430,246,0,155,0,0,0,0,95,238,0,90,0,60,0,0,0,0,20,100,0,82,34,66,34,34,34,34,66,82,34,0,0,-8,0,0,0,0,0,0,0,2,10,1,10,10,10,10,5,0,10,0,0,1,0,0,0,0,4,0,0,8
1,3,Phil,70,130,133,47,57,20,398,458,527,409,387,430,328,0,155,0,0,0,0,95,238,0,90,0,60,0,0,0,0,20,100,0,82,34,66,34,34,34,34,66,82,34,0,0,-8,0,0,0,0,0,0,0,1,10,1,10,10,10,10,5,0,10,0,0,1,0,0,0,0,4,0,0,8
1,4,Pete,70,48,133,47,57,20,398,458,527,409,387,430,410,0,155,0,0,0,0,95,238,0,90,0,60,0,0,0,0,20,100,0,82,34,66,34,34,34,34,66,82,34,0,0,-8,0,0,0,0,0,0,0,0,10,1,10,10,10,10,5,0,10,0,0,1,0,0,0,0,4,0,0,8
1,5,Ollie,70,48,67,47,57,20,398,458,527,409,387,430,410,0,155,0,0,0,0,95,238,0,90,0,60,0,0,0,0,20,100,0,82,34,66,34,34,34,34,66,82,34,0,0,-8,0,0,0,0,0,0,0,0,10,1,10,10,10,10,5,0,10,0,0,0,0,0,0,0,4,0,0,8
1,0,Mal,70,48,67,47,57,20,398,458,527,409,387,430,410,0,155,0,0,0,0,29,238,0,90,0,60,0,0,0,0,20,100,0,82,34,66,34,34,34,34,66,82,34,0,0,-8,0,0,0,0,0,0,0,0,10,1,10,10,10,10,6,0,10,0,0,0,0,0,0,0,3,0,0,8
1,1,Cal,70,48,67,47,57,20,398,458,527,409,387,430,410,0,155,0,0,0,0,29,238,0,90,0,60,0,0,0,0,20,100,0,82,34,66,34,34,34,34,66,82,34,0,0,-8,0,0,0,0,0,0,0,0,10,1,10,10,10,10,6,0,10,0,0,0,0,0,0,0,3,0,0,8
1,2,Bob,4,48,67,47,57,20,398,458,527,409,387,430,410,0,221,0,0,0,0,29,238,0,90,0,60,0,0,0,0,20,100,0,82,34,66,34,34,34,34,66,82,34,0,0,-8,0,0,0,0,0,0,0,0,10,0,10,10,10,10,6,0,10,0,0,0,0,0,0,0,3,0,0,8
1,3,Phil,4,48,67,47,57,20,398,458,527,409,387,430,410,0,221,0,0,0,0,29,238,0,90,0,60,0,0,0,0,20,100,0,82,34,66,34,34,34,34,66,82,34,0,0,-8,0,0,0,0,0,0,0,0,10,0,10,10,10,10,6,0,10,0,0,0,0,0,0,0,3,0,0,8
1,4,Pete,4,48,67,47,57,20,398,458,527,409,387,430,410,0,221,0,0,0,0,29,238,0,90,0,60,0,0,0,0,20,100,0,82,34,66,34,34,34,34,66,82,34,0,0,-8,0,0,0,0,0,0,0,0,10,0,10,10,10,10,6,0,10,0,0,0,0,0,0,0,3,0,0,8
1,5,Ollie,4,48,67,47,57,20,398,458,527,409,387,430,410,0,221,0,0,0,0,29,238,0,90,0,60,0,0,0,0,20,100,0,82,34,66,34,34,34,34,66,82,34,0,0,-8,0,0,0,0,0,0,0,0,10,0,10,10,10,10,6,0,10,0,0,0,0,0,0,0,3,0,0,8
1,0,Mal,4,48,67,47,57,20,398,458,527,409,387,430,410,0,221,0,0,0,0,29,238,0,90,0,60,0,0,0,0,20,100,0,82,34,66,34,34,34,34,66,82,34,0,0,-8,0,0,0,0,0,0,0,0,10,0,10,10,10,10,6,0,10,0,0,0,0,0,0,0,3,0,0,8
1,1,Cal,4,48,67,47,57,20,398,458,527,409,387,430,410,0,221,0,0,0,0,29,238,0,90,0,60,0,0,0,0,20,100,0,82,34,66,34,34,34,34,66,82,34,0,0,-8,0,0,0,0,0,0,0,0,10,0,10,10,10,10,6,0,10,0,0,0,0,0,0,0,3,0,0,8
1,2,Bob,4,48,67,47,57,20,398,458,527,409,387,430,410,0,221,0,0,0,0,29,238,0,90,0,60,0,0,0,0,20,100,0,82,34,66,34,34,34,34,66,82,34,0,0,-8,0,0,0,0,0,0,0,0,10,0,10,10,10,10,6,0,10,0,0,0,0,0,0,0,3,0,0,8
1,3,Phil,4,48,67,47,57,20,398,458,527,409,387,430,410,0,221,0,0,0,0,29,238,0,90,0,60,0,0,0,0,20,100,0,82,34,66,34,34,34,34,66,82,34,0,0,-8,0,0,0,0,0,0,0,0,10,0,10,10,10,10,6,0,10,0,0,0,0,0,0,0,3,0,0,8
1,4,Pete,4,48,67,47,57,20,398,458,527,409,387,430,410,0,221,0,0,0,0,29,238,0,90,0,60,0,0,0,0,20,100,0,82,34,66,34,34,34,34,66,82,34,0,0,-8,0,0,0,0,0,0,0,0,10,0,10,10,10,10,6,0,10,0,0,0,0,0,0,0,3,0,0,8
1,5,Ollie,4,48,67,47,57,20,398,458,527,409,387,430,410,0,221,0,0,0,0,29,238,0,90,0,60,0,0,0,0,20,100,0,82,34,66,34,34,34,34,66,82,34,0,0,-8,0,0,0,0,0,0,0,0,10,0,10,10,10,10,6,0,10,0,0,0,0,0,0,0,3,0,0,8
2,0,Baltimore & Ohio,56,61,67,73,57,59,486,480,527,447,387,496,410,0,221,0,0,0,0,29,238,0,130,0,60,0,0,0,0,20,100,0,91,34,66,34,34,34,34,60,82,34,22,0,0,0,0,0,0,0,0,0,0,10,0,10,10,10,10,6,0,10,0,0,0,0,0,0,0,3,0,0,8
2,1,Pennsylvania,56,113,119,73,57,85,486,568,615,447,387,540,410,0,221,0,0,0,0,29,118,0,130,0,60,0,0,0,0,20,130,0,91,34,66,34,34,34,34,60,91,34,22,0,0,0,0,0,0,0,22,0,0,10,0,10,10,10,10,6,0,10,0,0,0,0,0,0,0,3,0,0,9
2,2,Chesapeake & Ohio,66,113,139,93,107,85,504,568,651,483,477,540,410,0,221,0,0,0,0,29,118,0,130,0,100,0,0,0,0,20,130,0,91,34,74,34,34,34,34,60,91,34,22,0,18,0,0,0,0,0,22,0,0,10,0,10,10,10,10,6,0,10,0,0,0,0,0,0,0,3,0,0,9
2,3,New York New Haven & Hartford,66,113,139,96,107,85,504,568,651,492,477,540,410,0,221,0,0,0,0,47,118,0,130,0,100,0,0,0,0,30,130,0,91,34,74,34,34,34,34,66,91,34,22,0,18,0,0,0,0,9,22,0,0,10,0,10,10,10,10,6,0,10,0,0,0,0,0,0,0,3,0,0,9
3,0,Baltimore & Ohio,130,129,139,128,107,133,604,593,651,542,477,615,250,0,221,0,0,0,0,47,118,0,160,0,100,0,0,0,0,30,130,0,100,34,74,34,34,34,34,66,91,34,25,0,0,0,0,0,0,0,0,0,0,10,0,10,10,10,10,6,0,10,0,0,0,0,0,0,0,3,0,0,10
3,1,Pennsylvania,130,129,139,128,107,133,604,593,651,542,477,615,250,0,221,0,0,0,0,47,228,0,160,0,100,0,0,0,0,30,130,0,100,34,74,34,34,34,34,66,91,34,25,0,0,0,0,0,0,0,0,0,0,10,0,10,10,10,10,6,0,10,0,0,0,0,0,0,0,3,0,0,10
3,2,Chesapeake & Ohio,144,129,167,156,177,133,626,593,695,586,587,615,250,0,41,0,0,0,0,47,228,0,160,0,140,0,0,0,0,30,130,0,100,34,82,34,34,34,34,66,91,34,25,0,22,0,0,0,0,0,0,0,0,10,0,10,10,10,10,6,0,10,0,0,0,0,0,0,0,3,0,0,11
3,3,New York New Haven & Hartford,144,129,167,156,177,133,626,593,695,586,587,615,250,0,41,0,0,0,0,77,228,0,160,0,140,0,0,0,0,30,130,0,100,34,82,34,34,34,34,66,91,34,25,0,22,0,0,0,0,0,0,0,0,10,0,10,10,10,10,6,0,10,0,0,0,0,0,0,0,3,0,0,11
1,0,Pete,144,129,167,156,177,133,626,593,695,586,587,615,250,0,41,0,0,0,0,77,228,0,160,0,140,0,0,0,0,30,130,0,100,34,82,34,34,34,34,66,91,34,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10,10,10,6,0,10,0,0,0,0,0,0,0,3,0,0,11
1,1,Phil,144,129,167,156,177,133,626,593,695,586,587,615,250,0,41,0,0,0,0,77,228,0,160,0,140,0,0,0,0,30,130,0,100,34,82,34,34,34,34,66,91,34,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10,10,10,6,0,10,0,0,0,0,0,0,0,3,0,0,11
1,2,Bob,144,129,167,156,177,133,626,593,695,586,587,615,250,0,41,0,0,0,0,77,228,0,160,0,140,0,0,0,0,30,130,0,100,34,82,34,34,34,34,66,91,34,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10,10,10,6,0,10,0,0,0,0,0,0,0,3,0,0,11
1,3,Mal,144,129,167,256,177,133,590,584,695,577,587,588,250,0,41,0,0,0,0,77,228,0,160,0,140,0,0,0,0,30,130,0,91,34,82,34,34,34,34,66,91,34,-9,0,0,0,0,0,0,0,0,0,0,10,0,10,10,10,10,6,0,10,1,0,0,0,0,0,0,3,0,0,11
1,4,Ollie,144,129,13,256,177,133,590,548,695,577,587,570,250,518,41,0,0,0,0,77,228,0,160,0,140,0,0,0,0,30,130,0,91,74,82,34,34,34,34,66,82,34,-9,0,0,0,0,0,0,0,-9,0,0,3,0,10,10,10,10,6,0,10,1,0,0,0,0,0,0,3,4,0,11
1,5,Cal,144,129,13,256,177,133,590,548,695,577,587,570,250,518,41,0,0,0,0,77,228,0,160,0,140,0,0,0,0,30,130,0,91,74,82,34,34,34,34,66,82,34,-9,0,0,0,0,0,0,0,-9,0,0,3,0,10,10,10,10,6,0,10,1,0,0,0,0,0,0,3,4,0,11
1,0,Pete,144,47,13,256,177,133,590,548,695,577,587,570,250,518,41,0,0,0,0,77,228,0,160,0,140,0,0,0,0,30,130,0,91,74,82,34,34,34,34,66,82,34,-9,0,0,0,0,0,0,0,-9,0,0,3,0,10,10,10,10,6,0,10,1,0,0,0,0,0,0,3,3,0,11
1,1,Phil,144,47,13,256,177,51,590,548,695,577,587,570,250,518,41,0,0,0,0,77,228,0,160,0,140,0,0,0,0,30,130,0,91,74,82,34,34,34,34,66,82,34,-9,0,0,0,0,0,0,0,-9,0,0,3,0,10,10,10,10,6,0,10,1,0,0,0,0,0,0,3,2,0,11
1,2,Bob,62,47,13,256,177,51,590,548,695,577,587,570,250,518,41,0,0,0,0,77,228,0,160,0,140,0,0,0,0,30,130,0,91,74,82,34,34,34,34,66,82,34,-9,0,0,0,0,0,0,0,-9,0,0,3,0,10,10,10,10,6,0,10,1,0,0,0,0,0,0,3,1,0,11
1,3,Mal,62,47,13,174,177,51,590,548,695,577,587,570,250,518,41,0,0,0,0,77,228,0,160,0,140,0,0,0,0,30,130,0,91,74,82,34,34,34,34,66,82,34,-9,0,0,0,0,0,0,0,-9,0,0,3,0,10,10,10,10,6,0,10,1,0,0,0,0,0,0,3,0,0,11
1,4,Ollie,62,47,13,174,177,51,590,548,695,577,587,570,250,518,41,0,0,0,0,77,228,0,160,0,140,0,0,0,0,30,130,0,91,74,82,34,34,34,34,66,82,34,-9,0,0,0,0,0,0,0,-9,0,0,3,0,10,10,10,10,6,0,10,1,0,0,0,0,0,0,3,0,0,11
1,5,Cal,62,47,13,174,86,51,590,548,695,577,587,570,250,518,41,0,0,0,0,77,228,0,160,0,140,0,0,0,0,30,130,0,91,74,82,34,34,34,34,66,82,34,-9,0,0,0,0,0,0,0,-9,0,0,3,0,10,10,10,10,6,0,10,0,0,0,0,0,0,0,3,0,0,11
1,0,Pete,62,47,13,174,86,51,590,548,695,577,587,570,250,518,41,0,0,0,0,77,228,0,160,0,140,0,0,0,0,30,130,0,91,74,82,34,34,34,34,66,82,34,-9,0,0,0,0,0,0,0,-9,0,0,3,0,10,10,10,10,6,0,10,0,0,0,0,0,0,0,3,0,0,11
1,1,Phil,62,47,13,174,86,51,590,548,695,577,587,570,250,518,41,0,0,0,0,77,228,0,160,0,140,0,0,0,0,30,130,0,91,74,82,34,34,34,34,66,82,34,-9,0,0,0,0,0,0,0,-9,0,0,3,0,10,10,10,10,6,0,10,0,0,0,0,0,0,0,3,0,0,11
1,2,Bob,62,47,13,174,86,51,590,548,695,577,587,570,250,518,41,0,0,0,0,77,228,0,160,0,140,0,0,0,0,30,130,0,91,74,82,34,34,34,34,66,82,34,-9,0,0,0,0,0,0,0,-9,0,0,3,0,10,10,10,10,6,0,10,0,0,0,0,0,0,0,3,0,0,11
1,3,Mal,62,47,13,26,86,51,590,548,695,577,587,570,250,666,41,0,0,0,0,77,228,0,160,0,140,0,0,0,0,30,130,0,91,74,82,34,34,34,34,66,82,34,-9,0,0,0,0,0,0,0,-9,0,0,1,0,10,10,10,10,6,0,10,0,0,0,0,0,0,0,3,0,0,11
1,4,Ollie,62,47,13,26,86,51,590,548,695,577,587,570,250,666,41,0,0,0,0,77,228,0,160,0,140,0,0,0,0,30,130,0,91,74,82,34,34,34,34,66,82,34,-9,0,0,0,0,0,0,0,-9,0,0,1,0,10,10,10,10,6,0,10,0,0,0,0,0,0,0,3,0,0,11
1,5,Cal,62,47,13,26,86,51,590,548,695,577,587,570,250,666,41,0,0,0,0,77,228,0,160,0,140,0,0,0,0,30,130,0,91,74,82,34,34,34,34,66,82,34,-9,0,0,0,0,0,0,0,-9,0,0,1,0,10,10,10,10,6,0,10,0,0,0,0,0,0,0,3,0,0,11
1,0,Pete,62,47,13,26,86,51,590,548,695,577,587,570,250,666,41,0,0,0,0,77,228,0,160,0,140,0,0,0,0,30,130,0,91,74,82,34,34,34,34,66,82,34,-9,0,0,0,0,0,0,0,-9,0,0,1,0,10,10,10,10,6,0,10,0,0,0,0,0,0,0,3,0,0,11
1,1,Phil,62,47,13,26,86,51,590,548,695,577,587,570,250,666,41,0,0,0,0,77,228,0,160,0,140,0,0,0,0,30,130,0,91,74,82,34,34,34,34,66,82,34,-9,0,0,0,0,0,0,0,-9,0,0,1,0,10,10,10,10,6,0,10,0,0,0,0,0,0,0,3,0,0,11
1,2,Bob,62,47,13,26,86,51,590,548,695,577,587,570,250,666,41,0,0,0,0,77,228,0,160,0,140,0,0,0,0,30,130,0,91,74,82,34,34,34,34,66,82,34,-9,0,0,0,0,0,0,0,-9,0,0,1,0,10,10,10,10,6,0,10,0,0,0,0,0,0,0,3,0,0,11
1,3,Mal,62,47,13,26,86,51,590,548,695,577,587,570,250,666,41,0,0,0,0,11,228,0,160,0,140,0,0,0,0,30,130,0,91,74,82,34,34,34,34,66,82,34,-9,0,0,0,0,0,0,0,-9,0,0,1,0,10,10,10,10,7,0,10,0,0,0,0,0,0,0,2,0,0,11
1,4,Ollie,62,47,13,26,86,51,590,548,695,577,587,570,250,666,41,0,0,0,0,11,228,0,160,0,140,0,0,0,0,30,130,0,91,74,82,34,34,34,34,66,82,34,-9,0,0,0,0,0,0,0,-9,0,0,1,0,10,10,10,10,7,0,10,0,0,0,0,0,0,0,2,0,0,11
1,5,Cal,62,47,13,26,12,51,590,548,695,577,587,570,250,740,41,0,0,0,0,11,228,0,160,0,140,0,0,0,0,30,130,0,91,74,82,34,34,34,34,66,82,34,-9,0,0,0,0,0,0,0,-9,0,0,0,0,10,10,10,10,7,0,10,0,0,0,0,0,0,0,2,0,0,11
1,0,Pete,62,47,13,26,12,51,590,548,695,577,587,570,250,740,41,0,0,0,0,11,228,0,160,0,140,0,0,0,0,30,130,0,91,74,82,34,34,34,34,66,82,34,-9,0,0,0,0,0,0,0,-9,0,0,0,0,10,10,10,10,7,0,10,0,0,0,0,0,0,0,2,0,0,11
1,1,Phil,62,47,13,26,12,51,590,548,695,577,587,570,250,740,41,0,0,0,0,11,228,0,160,0,140,0,0,0,0,30,130,0,91,74,82,34,34,34,34,66,82,34,-9,0,0,0,0,0,0,0,-9,0,0,0,0,10,10,10,10,7,0,10,0,0,0,0,0,0,0,2,0,0,11
1,2,Bob,62,47,13,26,12,51,590,548,695,577,587,570,250,740,41,0,0,0,0,11,228,0,160,0,140,0,0,0,0,30,130,0,91,74,82,34,34,34,34,66,82,34,-9,0,0,0,0,0,0,0,-9,0,0,0,0,10,10,10,10,7,0,10,0,0,0,0,0,0,0,2,0,0,11
