SEQ,Round,Turn,Entity,Bob cash,Pete cash,Nel cash,Sue cash,Mal cash,Bob net,Pete net,Nel net,Sue net,Mal net,Baltimore & Ohio cash,Boston & Maine cash,Chesapeake & Ohio cash,Illinois Central cash,Erie cash,New York Central cash,Nickel Plate cash,New York New Haven & Hartford cash,Pennsylvania cash,Wabash cash,Baltimore & Ohio np,Boston & Maine np,Chesapeake & Ohio np,Illinois Central np,Erie np,New York Central np,Nickel Plate np,New York New Haven & Hartford np,Pennsylvania np,Wabash np,Baltimore & Ohio val,Boston & Maine val,Chesapeake & Ohio val,Illinois Central val,Erie val,New York Central val,Nickel Plate val,New York New Haven & Hartford val,Pennsylvania val,Wabash val,Baltimore & Ohio pps,Boston & Maine pps,Chesapeake & Ohio pps,Illinois Central pps,Erie pps,New York Central pps,Nickel Plate pps,New York New Haven & Hartford pps,Pennsylvania pps,Wabash pps,Baltimore & Ohio sh,Boston & Maine sh,Chesapeake & Ohio sh,Illinois Central sh,Erie sh,New York Central sh,Nickel Plate sh,New York New Haven & Hartford sh,Pennsylvania sh,Wabash sh,Baltimore & Ohio or,Boston & Maine or,Chesapeake & Ohio or,Illinois Central or,Erie or,New York Central or,Nickel Plate or,New York New Haven & Hartford or,Pennsylvania or,Wabash or,Train ,Baltimore & Ohio or,Boston & Maine or,Chesapeake & Ohio or,Illinois Central or,Erie or,New York Central or,Nickel Plate or,New York New Haven & Hartford or,Pennsylvania or,Wabash or
124,1,4,Bob,2,17,28,28,33,880,1001,1071,1112,1050,248,75,335,0,0,35,740,0,0,0,200,100,90,0,0,180,0,0,190,0,82,74,91,34,34,133,74,34,91,34,0,-8,0,0,0,0,0,0,0,0,0,6,0,10,10,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,16,2.44,1.35,0.99,0.00,0.00,1.35,0.00,0.00,2.09,0.00
129,1,4,Bob,2,17,28,28,33,880,1001,1071,1112,1050,248,75,335,0,0,35,740,0,0,0,200,100,90,0,0,180,0,0,190,0,82,74,91,34,34,133,74,34,91,34,0,-8,0,0,0,0,0,0,0,0,0,6,0,10,10,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,16,2.44,1.35,0.99,0.00,0.00,1.35,0.00,0.00,2.09,0.00
130,2,0,New York Central,2,17,128,88,73,880,1001,1236,1211,1116,248,75,335,0,0,15,740,0,0,0,200,100,90,0,0,200,0,0,190,0,82,74,91,34,34,146,74,34,91,34,0,0,0,0,0,33,0,0,0,0,0,6,0,10,10,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,16,2.44,1.35,0.99,0.00,0.00,1.37,0.00,0.00,2.09,0.00
131,2,1,Pennsylvania,2,17,128,88,73,880,1001,1236,1211,1116,248,75,335,0,0,15,740,0,190,0,200,100,90,0,0,200,0,0,190,0,82,74,91,34,34,146,74,34,91,34,0,0,0,0,0,33,0,0,0,0,0,6,0,10,10,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,16,2.44,1.35,0.99,0.00,0.00,1.37,0.00,0.00,2.09,0.00
132,2,2,Chesapeake & Ohio,2,17,128,183,168,880,1001,1236,1351,1256,248,75,25,0,0,15,740,0,190,0,200,100,190,0,0,200,0,0,190,0,82,74,100,34,34,146,74,34,91,34,0,0,28,0,0,33,0,0,0,0,0,6,0,10,10,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,17,2.44,1.35,1.90,0.00,0.00,1.37,0.00,0.00,2.09,0.00
133,2,3,Baltimore & Ohio,194,17,152,207,168,1144,1001,1269,1384,1256,198,75,25,0,0,15,740,0,190,0,240,100,190,0,0,200,0,0,190,0,91,74,100,34,34,146,74,34,91,34,33,0,28,0,0,33,0,0,0,0,0,6,0,10,10,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,17,2.64,1.35,1.90,0.00,0.00,1.37,0.00,0.00,2.09,0.00
134,2,4,Boston & Maine,194,17,152,207,208,1144,1001,1269,1384,1296,198,135,25,0,0,15,740,0,190,0,240,100,190,0,0,200,0,0,190,0,91,74,100,34,34,146,74,34,91,34,33,10,28,0,0,33,0,0,0,0,0,6,0,10,10,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,17,2.64,1.35,1.90,0.00,0.00,1.37,0.00,0.00,2.09,0.00
135,2,5,Nickel Plate,224,27,192,227,208,1198,1019,1341,1420,1296,198,135,25,0,0,15,480,0,190,0,240,100,190,0,0,200,100,0,190,0,91,74,100,34,34,146,82,34,91,34,33,10,28,0,0,33,18,0,0,0,0,6,0,10,10,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,18,2.64,1.35,1.90,0.00,0.00,1.37,1.22,0.00,2.09,0.00
136,3,0,New York Central,224,27,307,296,254,1198,1019,1526,1531,1370,198,135,25,0,0,15,480,0,190,0,240,100,190,0,0,230,100,0,190,0,91,74,100,34,34,160,82,34,91,34,0,0,0,0,0,37,0,0,0,0,0,6,0,10,10,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,18,2.64,1.35,1.90,0.00,0.00,1.44,1.22,0.00,2.09,0.00
137,3,1,Chesapeake & Ohio,224,27,307,296,254,1198,1019,1526,1531,1370,198,135,215,0,0,15,480,0,190,0,240,100,190,0,0,230,100,0,190,0,91,74,100,34,34,160,82,34,91,34,0,0,0,0,0,37,0,0,0,0,0,6,0,10,10,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,18,2.64,1.35,1.90,0.00,0.00,1.44,1.22,0.00,2.09,0.00
138,3,2,Pennsylvania,224,267,307,296,254,1198,1349,1526,1531,1370,198,135,215,0,0,15,480,0,150,0,240,100,190,0,0,230,100,0,240,0,91,74,100,34,34,160,82,34,100,34,0,0,0,0,0,37,0,0,33,0,0,6,0,10,10,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,18,2.64,1.35,1.90,0.00,0.00,1.44,1.22,0.00,2.40,0.00
139,3,3,Baltimore & Ohio,424,267,332,321,254,1470,1349,1560,1565,1370,158,135,215,0,0,15,480,0,150,0,250,100,190,0,0,230,100,0,240,0,100,74,100,34,34,160,82,34,100,34,34,0,0,0,0,37,0,0,33,0,0,6,0,10,10,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,18,2.50,1.35,1.90,0.00,0.00,1.44,1.22,0.00,2.40,0.00
140,3,4,Nickel Plate,472,283,396,353,254,1545,1374,1660,1615,1370,158,135,215,0,0,15,440,0,150,0,250,100,190,0,0,230,160,0,240,0,100,74,100,34,34,160,91,34,100,34,34,0,0,0,0,37,25,0,33,0,0,6,0,10,10,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,18,2.50,1.35,1.90,0.00,0.00,1.44,1.76,0.00,2.40,0.00
141,3,5,Boston & Maine,472,283,396,353,294,1545,1374,1660,1615,1410,158,195,215,0,0,15,440,0,150,0,250,100,190,0,0,230,160,0,240,0,100,74,100,34,34,160,91,34,100,34,34,10,0,0,0,37,25,0,33,0,0,6,0,10,10,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,18,2.50,1.35,1.90,0.00,0.00,1.44,1.76,0.00,2.40,0.00
146,1,4,Bob,62,283,26,25,294,1545,1374,1660,1615,1410,158,195,215,370,738,15,440,0,150,0,250,100,190,0,0,230,160,0,240,0,100,74,100,74,82,160,91,34,100,34,0,0,0,0,0,0,0,0,0,0,0,6,0,5,1,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,18,2.50,1.35,1.90,0.00,0.00,1.44,1.76,0.00,2.40,0.00
151,1,4,Bob,28,61,208,61,68,1494,1357,1554,1541,1410,158,195,215,592,738,15,440,0,150,546,250,100,190,0,0,230,160,0,240,0,100,74,100,74,74,146,74,34,100,91,0,0,0,0,-8,-14,-17,0,0,0,0,6,0,2,1,0,0,10,0,4,0,0,0,0,5,0,0,0,0,0,18,2.50,1.35,1.90,0.00,0.00,1.58,2.16,0.00,2.40,0.00
156,1,4,Bob,28,61,46,190,204,1494,1333,1476,1496,1410,158,195,215,592,738,15,440,0,150,910,250,100,190,0,0,230,160,0,240,0,100,74,91,66,74,133,74,34,100,91,0,0,-9,-8,-8,-27,-17,0,0,0,0,6,0,2,1,0,0,10,0,0,0,0,0,5,5,0,0,0,0,0,18,2.50,1.35,2.09,0.00,0.00,1.73,2.16,0.00,2.40,0.00
161,1,4,Bob,28,3,46,68,56,1350,1333,1467,1496,1410,67,195,215,724,812,15,440,0,150,910,250,100,190,0,0,230,160,0,240,0,91,74,91,66,74,133,66,34,100,91,-9,0,-9,-8,-8,-27,-25,0,0,0,1,6,0,0,0,0,0,10,0,0,0,0,0,5,1,0,1,0,0,0,18,2.75,1.35,2.09,0.00,0.00,1.73,2.42,0.00,2.40,0.00
166,1,4,Bob,28,3,46,68,56,1350,1333,1467,1496,1410,67,195,215,394,738,15,374,0,150,910,250,100,190,0,0,230,160,0,240,0,91,74,91,66,74,133,66,34,100,91,-9,0,-9,-8,-8,-27,-25,0,0,0,1,6,0,5,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,18,2.75,1.35,2.09,0.00,0.00,1.73,2.42,0.00,2.40,0.00
171,1,4,Bob,28,3,46,2,56,1350,1333,1467,1496,1410,67,195,215,460,738,15,374,0,150,910,250,100,190,0,0,230,160,0,240,0,91,74,91,66,74,133,66,34,100,91,-9,0,-9,-8,-8,-27,-25,0,0,0,1,6,0,4,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,18,2.75,1.35,2.09,0.00,0.00,1.73,2.42,0.00,2.40,0.00
176,1,4,Bob,28,3,46,2,56,1350,1333,1467,1496,1410,67,195,215,460,738,15,374,0,150,910,250,100,190,0,0,230,160,0,240,0,91,74,91,66,74,133,66,34,100,91,-9,0,-9,-8,-8,-27,-25,0,0,0,1,6,0,4,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,18,2.75,1.35,2.09,0.00,0.00,1.73,2.42,0.00,2.40,0.00
177,2,0,New York Central,28,3,286,2,56,1350,1333,1837,1496,1410,67,195,215,460,738,15,374,0,150,910,250,100,190,0,0,240,160,0,240,0,91,74,91,66,74,146,66,34,100,91,0,0,0,0,0,37,0,0,0,0,1,6,0,4,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,18,2.75,1.35,2.09,0.00,0.00,1.64,2.42,0.00,2.40,0.00
178,2,1,Pennsylvania,28,253,286,2,56,1350,1683,1837,1496,1410,67,195,215,460,738,15,374,0,150,910,250,100,190,0,0,240,160,0,250,0,91,74,91,66,74,146,66,34,110,91,0,0,0,0,0,37,0,0,35,0,1,6,0,4,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,18,2.75,1.35,2.09,0.00,0.00,1.64,2.42,0.00,2.27,0.00
179,2,2,Baltimore & Ohio,28,253,286,2,56,1350,1683,1837,1496,1410,317,195,215,460,738,15,374,0,150,910,250,100,190,0,0,240,160,0,250,0,91,74,91,66,74,146,66,34,110,91,0,0,0,0,0,37,0,0,35,0,1,6,0,4,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,18,2.75,1.35,2.09,0.00,0.00,1.64,2.42,0.00,2.27,0.00
180,2,3,Chesapeake & Ohio,28,253,286,202,56,1350,1683,1837,1786,1410,317,195,115,460,738,15,374,0,150,910,250,100,200,0,0,240,160,0,250,0,91,74,100,66,74,146,66,34,110,91,0,0,29,0,0,37,0,0,35,0,1,6,0,4,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,18,2.75,1.35,2.00,0.00,0.00,1.64,2.42,0.00,2.27,0.00
181,2,4,Wabash,28,253,286,202,86,1350,1683,1837,1786,1530,317,195,115,460,738,15,374,0,150,640,250,100,200,0,0,240,160,0,250,30,91,74,100,66,74,146,66,34,110,100,0,0,29,0,0,37,0,0,35,12,1,6,0,4,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,19,2.75,1.35,2.00,0.00,0.00,1.64,2.42,0.00,2.27,0.30
182,2,5,Erie,28,253,286,265,104,1350,1683,1837,1905,1564,317,195,115,460,457,15,374,0,150,640,250,100,200,0,90,240,160,0,250,30,91,74,100,66,82,146,66,34,110,100,0,0,29,0,17,37,0,0,35,12,1,6,0,4,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,20,2.75,1.35,2.00,0.00,1.10,1.64,2.42,0.00,2.27,0.30
183,2,6,Boston & Maine,28,253,286,265,152,1350,1683,1837,1905,1644,317,127,115,460,457,15,374,0,150,640,250,120,200,0,90,240,160,0,250,30,91,82,100,66,82,146,66,34,110,100,0,20,29,0,17,37,0,0,35,12,1,6,0,4,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,21,2.75,1.46,2.00,0.00,1.10,1.64,2.42,0.00,2.27,0.30
184,2,7,Nickel Plate,271,253,286,265,152,1665,1683,1837,1905,1644,317,127,115,460,457,15,81,0,150,640,250,120,200,0,90,240,270,0,250,30,91,82,100,66,82,146,74,34,110,100,0,20,29,0,17,37,35,0,35,12,1,6,0,4,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,22,2.75,1.46,2.00,0.00,1.10,1.64,3.65,0.00,2.27,0.30
185,2,8,Illinois Central,271,318,286,278,152,1665,1788,1837,1926,1644,317,127,115,107,457,15,81,0,150,640,250,120,200,130,90,240,270,0,250,30,91,82,100,74,82,146,74,34,110,100,0,20,29,21,17,37,35,0,35,12,1,6,0,4,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,23,2.75,1.46,2.00,1.76,1.10,1.64,3.65,0.00,2.27,0.30
186,3,0,New York Central,271,318,566,278,152,1665,1788,2257,1926,1644,317,127,115,107,457,15,81,0,150,640,250,120,200,130,90,280,270,0,250,30,91,82,100,74,82,160,74,34,110,100,0,0,0,0,0,42,0,0,0,0,1,6,0,4,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,23,2.75,1.46,2.00,1.76,1.10,1.75,3.65,0.00,2.27,0.30
187,3,1,Pennsylvania,271,608,566,278,152,1665,2188,2257,1926,1644,317,127,115,107,457,15,81,0,150,640,250,120,200,130,90,280,270,0,290,30,91,82,100,74,82,160,74,34,121,100,0,0,0,0,0,42,0,0,40,0,1,6,0,4,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,23,2.75,1.46,2.00,1.76,1.10,1.75,3.65,0.00,2.40,0.30
188,3,2,Chesapeake & Ohio,271,608,566,518,152,1665,2188,2257,2266,1644,317,127,65,107,457,15,81,0,150,640,250,120,240,130,90,280,270,0,290,30,91,82,110,74,82,160,74,34,121,100,0,0,34,0,0,42,0,0,40,0,1,6,0,4,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,23,2.75,1.46,2.18,1.76,1.10,1.75,3.65,0.00,2.40,0.30
189,3,3,Wabash,271,608,566,518,342,1665,2188,2257,2266,1934,317,127,65,107,457,15,81,0,150,570,250,120,240,130,90,280,270,0,290,190,91,82,110,74,82,160,74,34,121,110,0,0,34,0,0,42,0,0,40,29,1,6,0,4,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,23,2.75,1.46,2.18,1.76,1.10,1.75,3.65,0.00,2.40,1.73
190,3,4,Baltimore & Ohio,623,608,610,518,342,2089,2188,2310,2266,1934,71,127,65,107,457,15,81,0,150,570,440,120,240,130,90,280,270,0,290,190,100,82,110,74,82,160,74,34,121,110,53,0,34,0,0,42,0,0,40,29,1,6,0,4,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,24,4.40,1.46,2.18,1.76,1.10,1.75,3.65,0.00,2.40,1.73
191,3,5,Erie,623,608,610,651,380,2089,2188,2310,2462,1990,71,127,65,107,216,15,81,0,150,570,440,120,240,130,190,280,270,0,290,190,100,82,110,74,91,160,74,34,121,110,53,0,34,0,28,42,0,0,40,29,1,6,0,4,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,24,4.40,1.46,2.18,1.76,2.09,1.75,3.65,0.00,2.40,1.73
192,3,6,Boston & Maine,623,608,610,651,432,2089,2188,2310,2462,2078,71,205,65,107,216,15,81,0,150,570,440,130,240,130,190,280,270,0,290,190,100,91,110,74,91,160,74,34,121,110,53,22,34,0,28,42,0,0,40,29,1,6,0,4,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,24,4.40,1.43,2.18,1.76,2.09,1.75,3.65,0.00,2.40,1.73
193,3,7,Nickel Plate,866,608,610,651,432,2332,2188,2310,2462,2078,71,205,65,107,216,15,108,0,150,570,440,130,240,130,190,280,270,0,290,190,100,91,110,74,91,160,74,34,121,110,53,22,34,0,28,42,27,0,40,29,1,6,0,4,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,24,4.40,1.43,2.18,1.76,2.09,1.75,3.65,0.00,2.40,1.73
194,3,8,Illinois Central,866,718,610,673,432,2332,2338,2310,2492,2078,71,205,65,155,216,15,108,0,150,570,440,130,240,220,190,280,270,0,290,190,100,91,110,82,91,160,74,34,121,110,53,22,34,30,28,42,27,0,40,29,1,6,0,4,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,24,4.40,1.43,2.18,2.68,2.09,1.75,3.65,0.00,2.40,1.73
199,1,4,Bob,775,18,64,573,104,2332,2338,2310,2492,2078,171,751,65,483,307,15,108,700,150,570,440,130,240,220,190,280,270,0,290,190,100,91,110,82,91,160,74,100,121,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,24,4.40,1.43,2.18,2.68,2.09,1.75,3.65,0.00,2.40,1.73
204,1,4,Bob,775,18,64,273,30,2332,2338,2310,2492,2078,171,751,65,483,307,15,182,1000,150,570,440,130,240,220,190,280,270,0,290,190,100,91,110,82,91,160,74,100,121,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4.40,1.43,2.18,2.68,2.09,1.75,3.65,0.00,2.40,1.73
209,1,4,Bob,775,18,64,273,30,2332,2338,2310,2492,2078,171,751,65,483,307,15,182,1000,150,570,440,130,240,220,190,280,270,0,290,190,100,91,110,82,91,160,74,100,121,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4.40,1.43,2.18,2.68,2.09,1.75,3.65,0.00,2.40,1.73
210,2,0,New York Central,775,18,354,273,30,2332,2338,2760,2492,2078,171,751,65,483,307,15,182,1000,150,570,440,130,240,220,190,290,270,0,290,190,100,91,110,82,91,176,74,100,121,110,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4.40,1.43,2.18,2.68,2.09,1.65,3.65,0.00,2.40,1.73
211,2,1,Pennsylvania,775,318,354,273,30,2332,2758,2760,2492,2078,171,751,65,483,307,15,182,1000,150,570,440,130,240,220,190,290,270,0,300,190,100,91,110,82,91,176,74,100,133,110,0,0,0,0,0,45,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4.40,1.43,2.18,2.68,2.09,1.65,3.65,0.00,2.26,1.73
212,2,2,Chesapeake & Ohio,775,318,354,553,30,2332,2758,2760,2882,2078,171,751,35,483,307,15,182,1000,150,570,440,130,280,220,190,290,270,0,300,190,100,91,121,82,91,176,74,100,133,110,0,0,39,0,0,45,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4.40,1.43,2.31,2.68,2.09,1.65,3.65,0.00,2.26,1.73
213,2,3,Wabash,775,318,354,553,260,2332,2758,2760,2882,2418,171,751,35,483,307,15,182,1000,150,345,440,130,280,220,190,290,270,0,300,230,100,91,121,82,91,176,74,100,133,121,0,0,39,0,0,45,0,0,42,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4.40,1.43,2.31,2.68,2.09,1.65,3.65,0.00,2.26,1.90
214,2,4,Baltimore & Ohio,1135,318,399,598,260,2772,2758,2815,2937,2418,171,751,35,483,307,15,182,1000,150,345,450,130,280,220,190,290,270,0,300,230,110,91,121,82,91,176,74,100,133,121,55,0,39,0,0,45,0,0,42,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4.09,1.43,2.31,2.68,2.09,1.65,3.65,0.00,2.26,1.90
215,2,5,New York New Haven & Hartford,1135,360,399,616,260,2772,2870,2815,2985,2418,171,751,35,483,307,15,182,720,150,345,450,130,280,220,190,290,270,60,300,230,110,91,121,82,91,176,74,110,133,121,55,0,39,0,0,45,0,16,42,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4.09,1.43,2.31,2.68,2.09,1.65,3.65,0.55,2.26,1.90
216,2,6,Erie,1155,360,399,756,300,2801,2870,2815,3188,2476,171,751,35,483,287,15,182,720,150,345,450,130,280,220,200,290,270,60,300,230,110,91,121,82,100,176,74,110,133,121,55,0,39,0,29,45,0,16,42,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4.09,1.43,2.31,2.68,2.00,1.65,3.65,0.55,2.26,1.90
217,2,7,Boston & Maine,1155,360,483,756,356,2801,2870,2953,3188,2568,171,751,35,483,287,15,182,720,150,345,450,140,280,220,200,290,270,60,300,230,110,100,121,82,100,176,74,110,133,121,55,23,39,0,29,45,0,16,42,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4.09,1.40,2.31,2.68,2.00,1.65,3.65,0.55,2.26,1.90
218,2,8,Illinois Central,1155,490,483,782,460,2801,3045,2953,3223,2708,171,751,35,483,287,15,182,720,150,345,450,140,280,260,200,290,270,60,300,230,110,100,121,91,100,176,74,110,133,121,55,23,39,35,29,45,0,16,42,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4.09,1.40,2.31,2.86,2.00,1.65,3.65,0.55,2.26,1.90
219,2,9,Nickel Plate,1398,490,483,782,487,3044,3045,2953,3223,2735,171,751,35,483,287,15,182,720,150,345,450,140,280,260,200,290,270,60,300,230,110,100,121,91,100,176,74,110,133,121,55,23,39,35,29,45,27,16,42,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4.09,1.40,2.31,2.86,2.00,1.65,3.65,0.55,2.26,1.90
220,3,0,New York Central,1398,490,783,782,487,3044,3045,3433,3223,2735,171,751,35,483,287,15,182,720,150,345,450,140,280,260,200,300,270,60,300,230,110,100,121,91,100,194,74,110,133,121,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4.09,1.40,2.31,2.86,2.00,1.55,3.65,0.55,2.26,1.90
221,3,1,Pennsylvania,1398,800,783,782,487,3044,3485,3433,3223,2735,171,751,35,483,287,15,182,720,150,345,450,140,280,260,200,300,270,60,310,230,110,100,121,91,100,194,74,110,146,121,0,0,0,0,0,48,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4.09,1.40,2.31,2.86,2.00,1.55,3.65,0.55,2.12,1.90
222,3,2,Chesapeake & Ohio,1398,800,783,1072,487,3044,3485,3433,3633,2735,171,751,35,483,287,15,182,720,150,345,450,140,290,260,200,300,270,60,310,230,110,100,133,91,100,194,74,110,146,121,0,0,41,0,0,48,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4.09,1.40,2.18,2.86,2.00,1.55,3.65,0.55,2.12,1.90
223,3,3,Wabash,1398,800,783,1072,717,3044,3485,3433,3633,2965,171,751,35,483,287,15,182,720,150,345,450,140,290,260,200,300,270,60,310,230,110,100,133,91,100,194,74,110,146,121,0,0,41,0,0,48,0,0,44,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4.09,1.40,2.18,2.86,2.00,1.55,3.65,0.55,2.12,1.90
224,3,4,Baltimore & Ohio,1766,800,829,1118,717,3500,3485,3490,3690,2965,171,751,35,483,287,15,182,720,150,345,460,140,290,260,200,300,270,60,310,230,121,100,133,91,100,194,74,110,146,121,57,0,41,0,0,48,0,0,44,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3.80,1.40,2.18,2.86,2.00,1.55,3.65,0.55,2.12,1.90
225,3,5,New York New Haven & Hartford,1766,863,829,1145,717,3500,3625,3490,3750,2965,171,751,35,483,287,15,182,710,150,345,460,140,290,260,200,300,270,90,310,230,121,100,133,91,100,194,74,121,146,121,57,0,41,0,0,48,0,20,44,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3.80,1.40,2.18,2.86,2.00,1.55,3.65,0.74,2.12,1.90
226,3,6,Erie,1786,863,829,1285,757,3520,3625,3490,3890,3005,171,751,35,483,287,15,182,710,150,345,460,140,290,260,200,300,270,90,310,230,121,100,133,91,100,194,74,121,146,121,57,0,41,0,20,48,0,20,44,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3.80,1.40,2.18,2.86,2.00,1.55,3.65,0.74,2.12,1.90
227,3,7,Boston & Maine,1786,863,943,1285,833,3520,3625,3664,3890,3121,171,331,35,483,287,15,182,710,150,345,460,190,290,260,200,300,270,90,310,230,121,110,133,91,100,194,74,121,146,121,57,29,41,0,20,48,0,20,44,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3.80,1.73,2.18,2.86,2.00,1.55,3.65,0.74,2.12,1.90
228,3,8,Illinois Central,1786,1043,943,1321,977,3520,3850,3664,3935,3301,171,331,35,113,287,15,182,710,150,345,460,190,290,360,200,300,270,90,310,230,121,110,133,100,100,194,74,121,146,121,57,29,41,45,20,48,0,20,44,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3.80,1.73,2.18,3.60,2.00,1.55,3.65,0.74,2.12,1.90
229,3,9,Nickel Plate,2065,1043,943,1321,1008,3871,3850,3664,3935,3340,171,331,35,113,287,15,182,710,150,345,460,190,290,360,200,300,310,90,310,230,121,110,133,100,100,194,82,121,146,121,57,29,41,45,20,48,39,20,44,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3.80,1.73,2.18,3.60,2.00,1.55,3.78,0.74,2.12,1.90
